trust,fear,negative,sadness,anger,surprise,positive,disgust,joy,anticipation
0.05263157894736842,0.13157894736842105,0.23684210526315788,0.07894736842105263,0.10526315789473684,0.02631578947368421,0.13157894736842105,0.05263157894736842,0.05263157894736842,0.13157894736842105
0.1062124248496994,0.09619238476953908,0.156312625250501,0.09619238476953908,0.07214428857715431,0.04809619238476954,0.16633266533066132,0.056112224448897796,0.09218436873747494,0.11022044088176353
0.12631578947368421,0.11578947368421053,0.12631578947368421,0.10526315789473684,0.05263157894736842,0.010526315789473684,0.23157894736842105,0.042105263157894736,0.10526315789473684,0.08421052631578947
0.12385321100917432,0.0963302752293578,0.13302752293577982,0.11009174311926606,0.06422018348623854,0.045871559633027525,0.2018348623853211,0.05045871559633028,0.0871559633027523,0.0871559633027523
0.10416666666666667,0.041666666666666664,0.14583333333333334,0.125,0.0625,0.0625,0.20833333333333334,0.020833333333333332,0.125,0.10416666666666667
0.08484848484848485,0.11313131313131314,0.1595959595959596,0.11515151515151516,0.0707070707070707,0.044444444444444446,0.16161616161616163,0.050505050505050504,0.09292929292929293,0.10707070707070707
0.1213235294117647,0.07720588235294118,0.11764705882352941,0.08823529411764706,0.051470588235294115,0.0661764705882353,0.20220588235294118,0.029411764705882353,0.11764705882352941,0.12867647058823528
0.10810810810810811,0.09009009009009009,0.14414414414414414,0.11711711711711711,0.057057057057057055,0.03903903903903904,0.22822822822822822,0.03003003003003003,0.0960960960960961,0.09009009009009009
0.12834224598930483,0.053475935828877004,0.11764705882352941,0.05614973262032086,0.053475935828877004,0.053475935828877004,0.27540106951871657,0.02406417112299465,0.09358288770053476,0.1443850267379679
0.11764705882352941,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.11764705882352941,0.11764705882352941
0.0,0.2,0.2,0.2,0.1,0.0,0.1,0.0,0.0,0.2
0.13725490196078433,0.0784313725490196,0.11764705882352941,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.23529411764705882,0.0392156862745098,0.13725490196078433,0.0784313725490196
0.0,0.1,0.2,0.0,0.2,0.0,0.2,0.1,0.1,0.1
0.09205020920502092,0.10669456066945607,0.1506276150627615,0.10460251046025104,0.07322175732217573,0.0397489539748954,0.18619246861924685,0.056485355648535567,0.09205020920502092,0.09832635983263599
0.09202453987730061,0.09815950920245399,0.1656441717791411,0.09815950920245399,0.0736196319018405,0.04294478527607362,0.19631901840490798,0.05521472392638037,0.08588957055214724,0.09202453987730061
0.11055276381909548,0.09547738693467336,0.1306532663316583,0.10552763819095477,0.05527638190954774,0.06030150753768844,0.21105527638190955,0.02512562814070352,0.09547738693467336,0.11055276381909548
0.11956521739130435,0.08695652173913043,0.10869565217391304,0.09239130434782608,0.07065217391304347,0.03260869565217391,0.1956521739130435,0.043478260869565216,0.11413043478260869,0.1358695652173913
0.14285714285714285,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.0,0.0,0.23809523809523808,0.047619047619047616,0.09523809523809523,0.14285714285714285
0.1095890410958904,0.1232876712328767,0.1643835616438356,0.1643835616438356,0.0684931506849315,0.0684931506849315,0.136986301369863,0.0410958904109589,0.0821917808219178,0.0410958904109589
0.11212814645308924,0.09610983981693363,0.18306636155606407,0.12356979405034325,0.057208237986270026,0.032036613272311214,0.16704805491990846,0.05491990846681922,0.07322654462242563,0.10068649885583524
0.11864406779661017,0.06779661016949153,0.11864406779661017,0.0847457627118644,0.0847457627118644,0.03389830508474576,0.22033898305084745,0.06779661016949153,0.1016949152542373,0.1016949152542373
0.08661417322834646,0.14960629921259844,0.18110236220472442,0.12598425196850394,0.07874015748031496,0.031496062992125984,0.13385826771653545,0.047244094488188976,0.06299212598425197,0.10236220472440945
0.11764705882352941,0.07720588235294118,0.14338235294117646,0.10294117647058823,0.06985294117647059,0.04779411764705882,0.16911764705882354,0.0625,0.09558823529411764,0.11397058823529412
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.10300429184549356,0.10300429184549356,0.1630901287553648,0.1072961373390558,0.07725321888412018,0.05150214592274678,0.1459227467811159,0.055793991416309016,0.0815450643776824,0.11158798283261803
0.09090909090909091,0.1487603305785124,0.15702479338842976,0.09917355371900827,0.11570247933884298,0.008264462809917356,0.18181818181818182,0.04132231404958678,0.0743801652892562,0.08264462809917356
0.10767160161507403,0.09825033647375504,0.1541049798115747,0.10565275908479138,0.07604306864064603,0.052489905787348586,0.17362045760430686,0.0531628532974428,0.07537012113055182,0.10363391655450875
0.2,0.1,0.15,0.1,0.0,0.0,0.2,0.0,0.1,0.15
0.10824230387288977,0.09930486593843098,0.1717974180734856,0.09632571996027806,0.07845084409136048,0.04667328699106256,0.17576961271102284,0.05362462760675273,0.07249255213505462,0.09731876861966236
0.10909090909090909,0.06363636363636363,0.13636363636363635,0.08181818181818182,0.07272727272727272,0.05454545454545454,0.23636363636363636,0.03636363636363636,0.13636363636363635,0.07272727272727272
0.07848101265822785,0.10886075949367088,0.1949367088607595,0.13670886075949368,0.07848101265822785,0.053164556962025315,0.1240506329113924,0.05822784810126582,0.07848101265822785,0.08860759493670886
0.09322033898305085,0.09322033898305085,0.13559322033898305,0.1016949152542373,0.0423728813559322,0.07627118644067797,0.211864406779661,0.03389830508474576,0.09322033898305085,0.11864406779661017
0.11564625850340136,0.10884353741496598,0.1836734693877551,0.12244897959183673,0.09523809523809523,0.02040816326530612,0.19727891156462585,0.04081632653061224,0.05442176870748299,0.061224489795918366
0.13127413127413126,0.08301158301158301,0.13513513513513514,0.08687258687258688,0.055984555984555984,0.05019305019305019,0.1891891891891892,0.0637065637065637,0.10231660231660232,0.10231660231660232
0.042105263157894736,0.17894736842105263,0.23157894736842105,0.1368421052631579,0.1368421052631579,0.042105263157894736,0.05263157894736842,0.07368421052631578,0.031578947368421054,0.07368421052631578
0.046511627906976744,0.13953488372093023,0.18604651162790697,0.09302325581395349,0.09302325581395349,0.023255813953488372,0.16279069767441862,0.06976744186046512,0.046511627906976744,0.13953488372093023
0.1048951048951049,0.10839160839160839,0.1958041958041958,0.12937062937062938,0.08041958041958042,0.04895104895104895,0.13986013986013987,0.05944055944055944,0.05244755244755245,0.08041958041958042
0.08673469387755102,0.1326530612244898,0.17857142857142858,0.1326530612244898,0.07142857142857142,0.061224489795918366,0.12244897959183673,0.061224489795918366,0.07142857142857142,0.08163265306122448
0.09,0.14,0.18,0.1,0.08,0.06,0.13,0.03,0.06,0.13
0.11827956989247312,0.05913978494623656,0.0913978494623656,0.07526881720430108,0.06989247311827956,0.03763440860215054,0.23655913978494625,0.03763440860215054,0.14516129032258066,0.12903225806451613
0.16216216216216217,0.05405405405405406,0.1891891891891892,0.10810810810810811,0.05405405405405406,0.05405405405405406,0.13513513513513514,0.05405405405405406,0.10810810810810811,0.08108108108108109
0.16666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,0.1111111111111111,0.16666666666666666
0.030303030303030304,0.15151515151515152,0.21212121212121213,0.12121212121212122,0.09090909090909091,0.06060606060606061,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.06060606060606061
0.10207939508506617,0.11531190926275993,0.17391304347826086,0.08506616257088846,0.0888468809073724,0.03780718336483932,0.15500945179584122,0.045368620037807186,0.08128544423440454,0.11531190926275993
0.0975609756097561,0.08780487804878048,0.12682926829268293,0.0975609756097561,0.05365853658536585,0.03902439024390244,0.2,0.04390243902439024,0.11707317073170732,0.13658536585365855
0.08333333333333333,0.052083333333333336,0.11458333333333333,0.08333333333333333,0.052083333333333336,0.052083333333333336,0.2604166666666667,0.041666666666666664,0.125,0.13541666666666666
0.15126050420168066,0.058823529411764705,0.10084033613445378,0.04201680672268908,0.05042016806722689,0.07563025210084033,0.21008403361344538,0.04201680672268908,0.12605042016806722,0.14285714285714285
0.12,0.08,0.144,0.096,0.056,0.04,0.2,0.032,0.12,0.112
0.0811965811965812,0.1111111111111111,0.17094017094017094,0.10683760683760683,0.09829059829059829,0.04700854700854701,0.1581196581196581,0.06837606837606838,0.07264957264957266,0.08547008547008547
0.125764192139738,0.09606986899563319,0.14410480349344978,0.09694323144104804,0.07336244541484715,0.039301310043668124,0.1930131004366812,0.048034934497816595,0.07248908296943231,0.11091703056768559
0.10869565217391304,0.08695652173913043,0.10869565217391304,0.043478260869565216,0.08695652173913043,0.06521739130434782,0.15217391304347827,0.06521739130434782,0.10869565217391304,0.17391304347826086
0.0903010033444816,0.10702341137123746,0.16722408026755853,0.0903010033444816,0.09698996655518395,0.046822742474916385,0.14715719063545152,0.09698996655518395,0.06688963210702341,0.0903010033444816
0.0,0.10526315789473684,0.2631578947368421,0.21052631578947367,0.10526315789473684,0.0,0.05263157894736842,0.15789473684210525,0.0,0.10526315789473684
0.11570247933884298,0.06611570247933884,0.15702479338842976,0.06611570247933884,0.0743801652892562,0.04132231404958678,0.2066115702479339,0.06611570247933884,0.09917355371900827,0.10743801652892562
0.15789473684210525,0.08771929824561403,0.10526315789473684,0.08771929824561403,0.03508771929824561,0.05263157894736842,0.22807017543859648,0.03508771929824561,0.08771929824561403,0.12280701754385964
0.16666666666666666,0.06666666666666667,0.13333333333333333,0.1,0.13333333333333333,0.0,0.16666666666666666,0.06666666666666667,0.13333333333333333,0.03333333333333333
0.10204081632653061,0.10204081632653061,0.10204081632653061,0.08163265306122448,0.04081632653061224,0.061224489795918366,0.22448979591836735,0.02040816326530612,0.1836734693877551,0.08163265306122448
0.16326530612244897,0.09183673469387756,0.1326530612244898,0.08673469387755102,0.0663265306122449,0.030612244897959183,0.23469387755102042,0.025510204081632654,0.09183673469387756,0.07653061224489796
0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0
0.11009174311926606,0.09174311926605505,0.15137614678899083,0.12614678899082568,0.06880733944954129,0.052752293577981654,0.1444954128440367,0.05963302752293578,0.0871559633027523,0.10779816513761468
0.12158808933002481,0.08933002481389578,0.13895781637717122,0.09181141439205956,0.07444168734491315,0.04714640198511166,0.20843672456575682,0.04466501240694789,0.09181141439205956,0.09181141439205956
0.11070110701107011,0.11070110701107011,0.13284132841328414,0.11439114391143912,0.05904059040590406,0.05904059040590406,0.1992619926199262,0.05166051660516605,0.06273062730627306,0.0996309963099631
0.11578947368421053,0.08947368421052632,0.14736842105263157,0.13157894736842105,0.08421052631578947,0.05789473684210526,0.1631578947368421,0.042105263157894736,0.08421052631578947,0.08421052631578947
0.1331521739130435,0.08967391304347826,0.10597826086956522,0.08695652173913043,0.05434782608695652,0.0625,0.20380434782608695,0.03804347826086957,0.09782608695652174,0.12771739130434784
0.02040816326530612,0.20408163265306123,0.24489795918367346,0.14285714285714285,0.10204081632653061,0.04081632653061224,0.12244897959183673,0.08163265306122448,0.0,0.04081632653061224
0.0933852140077821,0.0933852140077821,0.15953307392996108,0.11284046692607004,0.07003891050583658,0.042801556420233464,0.17898832684824903,0.058365758754863814,0.08560311284046693,0.10505836575875487
0.0,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693
0.12,0.12,0.12,0.0,0.12,0.16,0.08,0.0,0.08,0.2
0.16666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.03333333333333333,0.23333333333333334,0.0,0.1,0.06666666666666667
0.17647058823529413,0.0784313725490196,0.09803921568627451,0.0392156862745098,0.0196078431372549,0.058823529411764705,0.27450980392156865,0.0,0.09803921568627451,0.1568627450980392
0.13432835820895522,0.11940298507462686,0.14925373134328357,0.08955223880597014,0.07462686567164178,0.05970149253731343,0.14925373134328357,0.08955223880597014,0.05970149253731343,0.07462686567164178
0.14759036144578314,0.06927710843373494,0.15963855421686746,0.06626506024096386,0.06927710843373494,0.03313253012048193,0.18674698795180722,0.045180722891566265,0.10240963855421686,0.12048192771084337
0.024691358024691357,0.12345679012345678,0.2345679012345679,0.16049382716049382,0.1111111111111111,0.09876543209876543,0.07407407407407407,0.06172839506172839,0.037037037037037035,0.07407407407407407
0.11,0.1,0.14,0.14,0.07,0.04,0.23,0.03,0.1,0.04
0.1125,0.1125,0.1625,0.0875,0.0625,0.025,0.1875,0.05,0.075,0.125
0.14791666666666667,0.08333333333333333,0.13958333333333334,0.08125,0.05,0.0375,0.21458333333333332,0.035416666666666666,0.07291666666666667,0.1375
0.12958626073380172,0.06401249024199844,0.1209992193598751,0.06323185011709602,0.06167056986729118,0.04996096799375488,0.23185011709601874,0.04371584699453552,0.11553473848555816,0.11943793911007025
0.10701373825018076,0.12147505422993492,0.16702819956616052,0.11569052783803326,0.08387563268257411,0.044107013738250184,0.16124367317425886,0.05422993492407809,0.064352856109906,0.08098336948662328
0.10588235294117647,0.07058823529411765,0.18823529411764706,0.08235294117647059,0.08235294117647059,0.03529411764705882,0.18823529411764706,0.047058823529411764,0.07058823529411765,0.12941176470588237
0.12529550827423167,0.06855791962174941,0.1536643026004728,0.0851063829787234,0.07092198581560284,0.03309692671394799,0.24113475177304963,0.02364066193853428,0.08747044917257683,0.1111111111111111
0.10526315789473684,0.05263157894736842,0.2631578947368421,0.05263157894736842,0.0,0.0,0.21052631578947367,0.05263157894736842,0.10526315789473684,0.15789473684210525
0.11214953271028037,0.09345794392523364,0.17757009345794392,0.14018691588785046,0.08411214953271028,0.04672897196261682,0.11214953271028037,0.06542056074766354,0.056074766355140186,0.11214953271028037
0.0,0.1875,0.375,0.1875,0.0,0.0,0.0,0.25,0.0,0.0
0.12121212121212122,0.10303030303030303,0.15151515151515152,0.09090909090909091,0.06060606060606061,0.01818181818181818,0.18787878787878787,0.030303030303030304,0.11515151515151516,0.12121212121212122
0.12974683544303797,0.08227848101265822,0.13924050632911392,0.08227848101265822,0.05379746835443038,0.04746835443037975,0.20569620253164558,0.03481012658227848,0.10759493670886076,0.11708860759493671
0.06896551724137931,0.2413793103448276,0.20689655172413793,0.1724137931034483,0.10344827586206896,0.0,0.06896551724137931,0.034482758620689655,0.0,0.10344827586206896
0.1323529411764706,0.09313725490196079,0.14705882352941177,0.08333333333333333,0.0784313725490196,0.049019607843137254,0.19607843137254902,0.0392156862745098,0.07352941176470588,0.10784313725490197
0.08509036144578314,0.15060240963855423,0.1897590361445783,0.13704819277108435,0.09036144578313253,0.036897590361445784,0.11370481927710843,0.05421686746987952,0.04442771084337349,0.09789156626506024
0.15384615384615385,0.05128205128205128,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.1794871794871795,0.02564102564102564,0.15384615384615385,0.1282051282051282
0.11219512195121951,0.09268292682926829,0.14878048780487804,0.10121951219512196,0.06585365853658537,0.05365853658536585,0.18292682926829268,0.05365853658536585,0.0975609756097561,0.09146341463414634
0.1282051282051282,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.10256410256410256,0.05128205128205128,0.20512820512820512,0.07692307692307693,0.05128205128205128,0.07692307692307693
0.10625,0.0875,0.16875,0.125,0.1,0.0375,0.125,0.0875,0.075,0.0875
0.10192837465564739,0.11570247933884298,0.12947658402203857,0.07988980716253444,0.06611570247933884,0.07162534435261708,0.18181818181818182,0.05234159779614325,0.0743801652892562,0.12672176308539945
0.14583333333333334,0.10416666666666667,0.20833333333333334,0.08333333333333333,0.125,0.0,0.125,0.0625,0.0625,0.08333333333333333
0.11506849315068493,0.0958904109589041,0.1506849315068493,0.1095890410958904,0.07945205479452055,0.03561643835616438,0.19452054794520549,0.049315068493150684,0.07671232876712329,0.09315068493150686
0.08759124087591241,0.0948905109489051,0.19708029197080293,0.11678832116788321,0.10218978102189781,0.051094890510948905,0.1386861313868613,0.072992700729927,0.072992700729927,0.06569343065693431
0.11682242990654206,0.08644859813084112,0.1425233644859813,0.10046728971962617,0.07710280373831775,0.04906542056074766,0.1588785046728972,0.07009345794392523,0.10747663551401869,0.0911214953271028
0.14035087719298245,0.06578947368421052,0.11842105263157894,0.08771929824561403,0.05263157894736842,0.05263157894736842,0.2236842105263158,0.03070175438596491,0.09649122807017543,0.13157894736842105
0.10047846889952153,0.09090909090909091,0.18660287081339713,0.12440191387559808,0.08133971291866028,0.03349282296650718,0.1674641148325359,0.04784688995215311,0.08133971291866028,0.0861244019138756
0.11983471074380166,0.07851239669421488,0.1487603305785124,0.09710743801652892,0.049586776859504134,0.028925619834710745,0.23760330578512398,0.047520661157024795,0.09090909090909091,0.1012396694214876
0.11764705882352941,0.11764705882352941,0.16470588235294117,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.15294117647058825,0.03529411764705882,0.08235294117647059,0.09411764705882353
0.10294117647058823,0.11764705882352941,0.18529411764705883,0.12058823529411765,0.05,0.04411764705882353,0.13529411764705881,0.041176470588235294,0.058823529411764705,0.14411764705882352
0.12655086848635236,0.1054590570719603,0.141439205955335,0.11290322580645161,0.07568238213399504,0.034739454094292806,0.19230769230769232,0.05707196029776675,0.06823821339950373,0.08560794044665013
0.09375,0.09375,0.1875,0.09375,0.03125,0.0625,0.1875,0.03125,0.125,0.09375
0.0,0.2,0.3,0.3,0.0,0.0,0.1,0.0,0.0,0.1
0.11983471074380166,0.09917355371900827,0.15702479338842976,0.11570247933884298,0.07024793388429752,0.049586776859504134,0.16942148760330578,0.05785123966942149,0.08264462809917356,0.07851239669421488
0.09251101321585903,0.09691629955947137,0.18061674008810572,0.10572687224669604,0.09691629955947137,0.04405286343612335,0.18061674008810572,0.05726872246696035,0.06607929515418502,0.07929515418502203
0.10416666666666667,0.08854166666666667,0.15625,0.10677083333333333,0.06510416666666667,0.052083333333333336,0.19270833333333334,0.044270833333333336,0.08333333333333333,0.10677083333333333
0.08620689655172414,0.07758620689655173,0.15517241379310345,0.1206896551724138,0.07758620689655173,0.02586206896551724,0.22413793103448276,0.0603448275862069,0.08620689655172414,0.08620689655172414
0.08823529411764706,0.08823529411764706,0.14705882352941177,0.14705882352941177,0.029411764705882353,0.058823529411764705,0.20588235294117646,0.029411764705882353,0.08823529411764706,0.11764705882352941
0.11253561253561253,0.08974358974358974,0.17022792022792022,0.10327635327635327,0.06837606837606838,0.0405982905982906,0.20014245014245013,0.04700854700854701,0.07692307692307693,0.09116809116809117
0.078125,0.09375,0.125,0.171875,0.015625,0.0625,0.171875,0.015625,0.125,0.140625
0.09565217391304348,0.11304347826086956,0.1565217391304348,0.09565217391304348,0.09565217391304348,0.05217391304347826,0.14782608695652175,0.06956521739130435,0.06086956521739131,0.11304347826086956
0.12994350282485875,0.08797417271993543,0.14769975786924938,0.08716707021791767,0.06295399515738499,0.037933817594834544,0.20742534301856336,0.0387409200968523,0.08393866020984665,0.1162227602905569
0.11394557823129252,0.11224489795918367,0.1683673469387755,0.11564625850340136,0.0782312925170068,0.03741496598639456,0.17687074829931973,0.047619047619047616,0.05272108843537415,0.09693877551020408
0.12698412698412698,0.07936507936507936,0.14285714285714285,0.07936507936507936,0.09523809523809523,0.047619047619047616,0.15873015873015872,0.09523809523809523,0.07936507936507936,0.09523809523809523
0.10457516339869281,0.11546840958605664,0.17429193899782136,0.11764705882352941,0.0718954248366013,0.0392156862745098,0.14814814814814814,0.054466230936819175,0.0718954248366013,0.10239651416122005
0.13408521303258145,0.07769423558897243,0.11152882205513784,0.08020050125313283,0.07017543859649122,0.043859649122807015,0.22180451127819548,0.043859649122807015,0.10651629072681704,0.11027568922305764
0.17475728155339806,0.04854368932038835,0.08737864077669903,0.07766990291262135,0.06796116504854369,0.05825242718446602,0.21359223300970873,0.04854368932038835,0.11650485436893204,0.10679611650485436
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08695652173913043,0.13043478260869565,0.19130434782608696,0.16521739130434782,0.08695652173913043,0.034782608695652174,0.09565217391304348,0.09565217391304348,0.034782608695652174,0.0782608695652174
0.12878787878787878,0.08333333333333333,0.16666666666666666,0.09848484848484848,0.08333333333333333,0.045454545454545456,0.18181818181818182,0.030303030303030304,0.06818181818181818,0.11363636363636363
0.1306122448979592,0.07755102040816327,0.17551020408163265,0.10204081632653061,0.053061224489795916,0.024489795918367346,0.24489795918367346,0.04081632653061224,0.0653061224489796,0.08571428571428572
0.08888888888888889,0.1,0.20666666666666667,0.12,0.09111111111111111,0.03777777777777778,0.14666666666666667,0.06444444444444444,0.05333333333333334,0.09111111111111111
0.12121212121212122,0.09090909090909091,0.13131313131313133,0.10101010101010101,0.06060606060606061,0.04040404040404041,0.20202020202020202,0.030303030303030304,0.12121212121212122,0.10101010101010101
0.12803676953381485,0.09061063690085358,0.15627051871306633,0.09652002626395273,0.06106369008535785,0.05384110308601445,0.1989494418910046,0.03611293499671701,0.07944845699277742,0.09914642153644124
0.10467289719626169,0.09158878504672897,0.16074766355140188,0.10654205607476636,0.06542056074766354,0.028037383177570093,0.19065420560747665,0.0616822429906542,0.09158878504672897,0.09906542056074766
0.1320754716981132,0.08176100628930817,0.1320754716981132,0.11320754716981132,0.05660377358490566,0.05660377358490566,0.18238993710691823,0.03773584905660377,0.10062893081761007,0.1069182389937107
